id_gen	symbol	log2FC_GCAt_vs_GCAn	adj-p-value_GCAt_vs_GCAn	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000141448	GATA6	-0.6529689950322544	0.0012777423192816	-1.4598460416666423	1.5295322014460509e-15	Metabolism of proteins, Cardiogenesis, Surfactant metabolism, Gastrulation, Formation of definitive endoderm, Developmental Biology, Factors involved in megakaryocyte development and platelet production, Hemostasis	positive regulation of cardiac muscle cell apoptotic process, positive regulation of transforming growth factor beta activation, negative regulation of miRNA transcription, type II pneumocyte differentiation, response to xenobiotic stimulus, response to estrogen, negative regulation of transcription by RNA polymerase II, animal organ formation, G1 to G0 transition involved in cell differentiation, skin epidermis development, phospholipid metabolic process, sebaceous gland cell differentiation, cardiac vascular smooth muscle cell differentiation, outflow tract septum morphogenesis, sinoatrial node development, positive regulation of angiogenesis, pancreatic A cell differentiation, response to growth factor, odontogenesis of dentin-containing tooth, positive regulation of BMP signaling pathway, type B pancreatic cell differentiation, cellular response to gonadotropin stimulus, cellular response to BMP stimulus, stem cell differentiation, intestinal epithelial cell differentiation, cell fate commitment, gene expression, atrioventricular canal development, in utero embryonic development, cellular response to hypoxia, positive regulation of cardiac muscle myoblast proliferation, response to toxic substance, cardiac muscle hypertrophy in response to stress, negative regulation of apoptotic process, response to retinoic acid, positive regulation of transcription by RNA polymerase II, smooth muscle cell differentiation, positive regulation of cardiac muscle cell proliferation, lung saccule development, regulation of antimicrobial humoral response, negative regulation of transforming growth factor beta2 production, negative regulation of sebum secreting cell proliferation, cardiac muscle cell differentiation, cardiac muscle cell proliferation, heart contraction, tube morphogenesis, club cell differentiation, liver development, response to cAMP, endodermal cell fate determination, negative regulation of transforming growth factor beta1 production, negative regulation of DNA-templated transcription, positive regulation of DNA-templated transcription, epithelial cell differentiation, male gonad development, atrioventricular node development	RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding, sequence-specific double-stranded DNA binding, DNA-binding transcription factor activity, zinc ion binding, transcription coactivator binding, NFAT protein binding, DNA-binding transcription factor binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein kinase binding, protein binding, chromatin binding	nucleus, nucleoplasm, nuclear membrane, transcription regulator complex, chromatin
ENSG00000112964	GHR	-1.0183931832903257	1.4778418465117985e-08	-0.4153381944444261	0.005939891023369	Prolactin receptor signaling, Immune System, Cytokine Signaling in Immune system, Growth hormone receptor signaling	response to gravity, insulin-like growth factor receptor signaling pathway, taurine metabolic process, positive regulation of tyrosine phosphorylation of STAT protein, cellular response to insulin stimulus, hormone metabolic process, positive regulation of peptidyl-tyrosine phosphorylation, response to glucocorticoid, endocytosis, negative regulation of neuron death, cellular response to hormone stimulus, positive regulation of cell differentiation, hormone-mediated signaling pathway, positive regulation of multicellular organism growth, positive regulation of MAP kinase activity, response to food, response to interleukin-1, regulation of multicellular organism growth, receptor signaling pathway via JAK-STAT, positive regulation of receptor signaling pathway via JAK-STAT, growth hormone receptor signaling pathway, cartilage development involved in endochondral bone morphogenesis, cytokine-mediated signaling pathway, activation of Janus kinase activity	lipid binding, protein phosphatase binding, growth factor binding, identical protein binding, growth hormone receptor activity, cytokine binding, protein homodimerization activity, peptide hormone binding, protein kinase binding, protein binding, SH2 domain binding, proline-rich region binding	cytosol, growth hormone receptor complex, cytoplasmic ribonucleoprotein granule, membrane, neuronal cell body, extracellular region, external side of plasma membrane, cell surface, plasma membrane, receptor complex, extracellular space
ENSG00000169605	GKN1	-5.5638021547419365	1.3474503654333357e-29	-5.788681069444417	3.399579889915285e-38		signal transduction, digestion, positive regulation of cell division, regulation of cell population proliferation, positive regulation of cell population proliferation	molecular_function, protein binding, growth factor activity	secretory granule, extracellular region, extracellular space, Golgi apparatus
ENSG00000135821	GLUL	-1.258078334225809	1.3567322926619914e-13	-1.372806027777754	5.3871615783139305e-21	Astrocytic Glutamate-Glutamine Uptake And Metabolism, Metabolism, Neuronal System, Glutamate and glutamine metabolism, Transmission across Chemical Synapses, Metabolism of amino acids and derivatives, Neurotransmitter uptake and metabolism In glial cells	cellular response to starvation, glutamine biosynthetic process, response to glucose, regulation of endothelial cell migration, regulation of protein localization to nucleolus, protein palmitoylation, angiogenesis, glutamate catabolic process, regulation of sprouting angiogenesis, ribosome biogenesis, cell population proliferation	glutamate-ammonia ligase activity, identical protein binding, metal ion binding, ATP binding, protein binding, protein-cysteine S-palmitoyltransferase activity	cytosol, extracellular exosome, nucleus, cell body, glial cell projection, endoplasmic reticulum, plasma membrane, mitochondrion, cytoplasm
ENSG00000170412	GPRC5C	-1.2638973031935494	4.22523787055676e-18	-1.495402861111085	6.0637608116679974e-33			protein kinase activator activity, G protein-coupled receptor activity	cytoplasmic vesicle membrane, extracellular exosome, intracellular membrane-bounded organelle, plasma membrane, vesicle, receptor complex
ENSG00000211445	GPX3	-1.150046212508066	1.8004956285660836e-12	-0.8655825624999682	6.4445842311864435e-09	Cellular responses to stress, Cellular responses to stimuli, Detoxification of Reactive Oxygen Species, Cellular response to chemical stress	response to lipid hydroperoxide, hydrogen peroxide catabolic process, cellular oxidant detoxification	identical protein binding, protein binding, selenium binding, glutathione peroxidase activity	extracellular region, extracellular exosome, extracellular space
ENSG00000243955	GSTA1	-1.5330979360806456	4.6954620107793295e-15	-1.824543305555519	4.362095323845747e-19	Azathioprine ADME, Metabolism, Cellular responses to stimuli, Nuclear events mediated by NFE2L2, Cellular responses to stress, Biological oxidations, KEAP1-NFE2L2 pathway, Glutathione conjugation, Cellular response to chemical stress, Phase II - Conjugation of compounds, Heme degradation, Metabolism of porphyrins, Drug ADME, NFE2L2 regulating anti-oxidant/detoxification enzymes	cellular oxidant detoxification, glutathione metabolic process, xenobiotic metabolic process, epithelial cell differentiation, glutathione derivative biosynthetic process, linoleic acid metabolic process, prostaglandin metabolic process	glutathione transferase activity, steroid delta-isomerase activity, fatty acid binding, glutathione peroxidase activity	cytosol, extracellular exosome
ENSG00000170899	GSTA4	-1.0577741739838693	4.237284777734733e-19	-0.94676656944441	8.58944038207048e-19	Phase II - Conjugation of compounds, Biological oxidations, Metabolism, Glutathione conjugation	glutathione metabolic process, xenobiotic metabolic process	glutathione transferase activity, protein homodimerization activity, protein binding, identical protein binding	
ENSG00000138796	HADH	-1.0201363640161247	4.536993071678447e-24	-0.8536736805555343	3.105648667042843e-23	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA, Metabolism, mitochondrial fatty acid beta-oxidation of saturated fatty acids, Beta oxidation of butanoyl-CoA to acetyl-CoA, Beta oxidation of octanoyl-CoA to hexanoyl-CoA, Fatty acid metabolism, Beta oxidation of hexanoyl-CoA to butanoyl-CoA, Metabolism of lipids, Mitochondrial Fatty Acid Beta-Oxidation, Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	response to activity, negative regulation of insulin secretion, response to xenobiotic stimulus, response to insulin, regulation of insulin secretion, fatty acid beta-oxidation, positive regulation of cold-induced thermogenesis	NAD+ binding, transferase activity, 3-hydroxyacyl-CoA dehydrogenase activity, identical protein binding	nucleoplasm, mitochondrion, mitochondrial matrix, cytoplasm
ENSG00000206172	HBA1	-1.5260646877419362	5.630078842035222e-12	-1.1093922430555256	1.2352186489524481e-09	Binding and Uptake of Ligands by Scavenger Receptors, Erythrocytes take up oxygen and release carbon dioxide, Cellular responses to stimuli, Scavenging of heme from plasma, Heme signaling, Cellular responses to stress, Cytoprotection by HMOX1, Cellular response to chemical stress, O2/CO2 exchange in erythrocytes, Transport of small molecules, Erythrocytes take up carbon dioxide and release oxygen, Vesicle-mediated transport	cellular oxidant detoxification, hydrogen peroxide catabolic process, carbon dioxide transport, nitric oxide transport, response to hydrogen peroxide, oxygen transport	oxygen carrier activity, iron ion binding, oxygen binding, haptoglobin binding, peroxidase activity, heme binding, protein binding, organic acid binding	cytosol, haptoglobin-hemoglobin complex, extracellular exosome, membrane, blood microparticle, extracellular region, endocytic vesicle lumen, hemoglobin complex, extracellular space
ENSG00000188536	HBA2	-1.5260646877419362	5.630078842035222e-12	-1.1093922430555256	1.2352186489524481e-09	Binding and Uptake of Ligands by Scavenger Receptors, Erythrocytes take up oxygen and release carbon dioxide, Cellular responses to stimuli, Scavenging of heme from plasma, Heme signaling, Cellular responses to stress, Cytoprotection by HMOX1, Cellular response to chemical stress, O2/CO2 exchange in erythrocytes, Transport of small molecules, Erythrocytes take up carbon dioxide and release oxygen, Vesicle-mediated transport	cellular oxidant detoxification, hydrogen peroxide catabolic process, carbon dioxide transport, nitric oxide transport, response to hydrogen peroxide, oxygen transport	oxygen carrier activity, iron ion binding, oxygen binding, haptoglobin binding, peroxidase activity, heme binding, protein binding, organic acid binding	cytosol, haptoglobin-hemoglobin complex, extracellular exosome, membrane, blood microparticle, extracellular region, endocytic vesicle lumen, hemoglobin complex, extracellular space
ENSG00000244734	HBB	-1.534371189870967	6.761307518489106e-11	-1.0509106944444166	2.2588813323004425e-08	Late endosomal microautophagy, O2/CO2 exchange in erythrocytes, Immune System, Chaperone Mediated Autophagy, Hemostasis, Erythrocytes take up oxygen and release carbon dioxide, Cellular responses to stress, Cellular response to chemical stress, Autophagy, Factors involved in megakaryocyte development and platelet production, Innate Immune System, Scavenging of heme from plasma, Neutrophil degranulation, Binding and Uptake of Ligands by Scavenger Receptors, Cellular responses to stimuli, Heme signaling, Cytoprotection by HMOX1, Transport of small molecules, Erythrocytes take up carbon dioxide and release oxygen, Vesicle-mediated transport	cellular oxidant detoxification, hydrogen peroxide catabolic process, positive regulation of nitric oxide biosynthetic process, platelet aggregation, response to hydrogen peroxide, blood vessel diameter maintenance, regulation of blood pressure, renal absorption, carbon dioxide transport, nitric oxide transport, oxygen transport	oxygen carrier activity, oxygen binding, haptoglobin binding, hemoglobin alpha binding, peroxidase activity, heme binding, metal ion binding, hemoglobin binding, protein binding, organic acid binding	cytosol, haptoglobin-hemoglobin complex, extracellular exosome, blood microparticle, ficolin-1-rich granule lumen, extracellular region, endocytic vesicle lumen, hemoglobin complex, tertiary granule lumen, extracellular space
ENSG00000140287	HDC	-1.040751779112906	2.462113257744625e-23	-1.040914319444429	6.751266669065513e-24	Histidine catabolism, Metabolism, Metabolism of amino acids and derivatives	histidine catabolic process, catecholamine biosynthetic process, histamine biosynthetic process, histidine metabolic process	histidine decarboxylase activity, protein binding, pyridoxal phosphate binding	cytosol, cytoplasm
